,input,label,llm_label,rationale
311,"What is a child going to play likely to feel?
Answer Choices:
(a) have fun
(b) sleepy
(c) rush
(d) enjoyment
(e) meet",enjoyment,enjoyment,"The answer should be the feeling of a child going to play. Of the above choices, the closest feeling is enjoyment."
312,"If you put a newspaper on the floor and walk on it what is it taking the place of?
Answer Choices:
(a) front door
(b) jail
(c) rug
(d) porch
(e) towel",rug,rug,"The answer must be something that is on the floor. Of the above choices, only rugs are on the floor."
313,"Why would people be getting in line?
Answer Choices:
(a) follow others
(b) wait turn
(c) late
(d) have to wait for
(e) longer lines",have to wait for,wait turn,"The answer must be something that people would wait in line for. Of the above choices, only waiting turn makes sense."
314,"What handle did the man grab to when he wanted a snack?
Answer Choices:
(a) fridge
(b) hardware store
(c) frying pan
(d) water fountain
(e) drawer",fridge,fridge,"The answer must be something that holds snacks. Of the above choices, only a fridge holds snacks."
315,"What is a tool for fighting inflation?
Answer Choices:
(a) problems
(b) anxiety
(c) deflation
(d) not noticeable
(e) economic instability",deflation,deflation,"The answer must be something that fights inflation. Of the above choices, only deflation fights inflation."
316,"The faucet on the wall sprayed water high into the air.  It caught the light from the window and made a rainbow.  It was very annoying and gross to people who came into this what?
Answer Choices:
(a) restroom
(b) rainstorm
(c) water fountain
(d) sink
(e) directing flow of water",restroom,restroom,"The answer must be a place where a faucet is found. Of the above choices, only a restroom and a sink have faucets."
317,"He wanted to write a novel, what did he have to do when he backed the plot into a corner?
Answer Choices:
(a) ocean
(b) not give up
(c) literate
(d) have paper
(e) move fingers",not give up,not give up,"The answer must be something that a writer does when he backs the plot into a corner. Of the above choices, only not give up makes sense."
318,"Where on the east coast of the U.S. would you find some of the most famous skyscrapers?
Answer Choices:
(a) big city
(b) chicago
(c) large city
(d) in the sky
(e) new york city",new york city,New York City,"The answer must be a place on the east coast of the U.S. with famous skyscrapers. Of the above choices, only New York City has famous skyscrapers."
319,"They were worried about the fruit staying fresh in the heat, so they put it in the what?
Answer Choices:
(a) san francisco
(b) refrigerator
(c) gay bar
(d) container
(e) plate",refrigerator,refrigerator,"The answer must be something that keeps fruit fresh. Of the above choices, only refrigerators keep fruit fresh."
320,"American humans just graduated high school, where are many of them bound?
Answer Choices:
(a) university
(b) park
(c) unemployment
(d) cafe
(e) movies",university,university,"The answer must be a place where many American humans go after graduating high school. Of the above choices, only university makes sense."
321,"Where does a lizard likely live?
Answer Choices:
(a) alaska
(b) garden
(c) new mexico
(d) rocks
(e) dessert",new mexico,rocks,"The answer must be a place where lizards live. Of the above choices, only rocks are a place where lizards live."
322,"Where would you store potatoes for the winter?
Answer Choices:
(a) countryside
(b) sliced
(c) cellar
(d) restaurant
(e) fried",cellar,cellar,"The answer must be a place where potatoes can be stored. Of the above choices, only cellars are used to store potatoes."
323,"Simon was meeting Jane that afternoon.  This meant that he needed to be finished with his project by when?
Answer Choices:
(a) evening
(b) before lunch
(c) after
(d) morning
(e) after",before lunch,before lunch,"The answer must be the time before Simon meets Jane. Of the above choices, only before lunch is before Simon meets Jane."
324,"Bill is returning to work.   He has experienced a bad feeling and thus stayed home for a week.  What did he probably feel?
Answer Choices:
(a) malaise
(b) sad
(c) stress
(d) painless
(e) boredom",malaise,stress,"The answer should be the feeling of someone who has stayed home for a week. Of the above choices, the closest feeling is stress."
325,"Where do you typically buy leather jackets?
Answer Choices:
(a) car seats
(b) grocery store
(c) stable
(d) department stores
(e) sex shop",department stores,department stores,"The answer must be a place where leather jackets are sold. Of the above choices, only department stores sell leather jackets."
326,"When a kid is ready for school, what do admissions counselors say about him?
Answer Choices:
(a) student
(b) leave home
(c) register
(d) see work
(e) old enough",old enough,old enough,"The answer must be something that admissions counselors say about a kid who is ready for school. Of the above choices, only old enough makes sense."
327,"Where would you be landing if you jumped out of a cruise ship?
Answer Choices:
(a) marina
(b) airport
(c) stairwell
(d) island
(e) ocean",ocean,ocean,"The answer must be the place where a cruise ship is. Of the above choices, only the ocean is where a cruise ship is."
328,"The crab was being netted of the coast of Louisiana, where was he caught?
Answer Choices:
(a) tidepools
(b) fishing boat
(c) north sea
(d) gulf of mexico
(e) grocery store",gulf of mexico,gulf of mexico,"The answer must be the place where the crab was caught. Of the above choices, only the Gulf of Mexico is the place where the crab was caught."
329,"Where might a jellyfish get cold?
Answer Choices:
(a) atlantic ocean
(b) salt water
(c) pacific ocean
(d) hypermarket
(e) store",atlantic ocean,atlantic ocean,"The answer must be a place where jellyfish live. Of the above choices, only the Atlantic and Pacific Oceans are places where jellyfish live."
330,"What do you do when shopping in a packed store?
Answer Choices:
(a) sing out loud
(b) tiredness
(c) standing in line
(d) debt
(e) spending money",standing in line,standing in line,"The answer must be something that you do in a packed store. Of the above choices, only standing in line makes sense."
331,"To locate a choker not located in a jewelry box or boutique where would you go?
Answer Choices:
(a) jewelry store
(b) neck
(c) jewlery box
(d) jewelry box
(e) boutique",jewelry store,neck,"The answer must be a place where chokers are located. Of the above choices, only neck is a place where chokers are located."
332,"Where might I find a bowl nestled among other bowls in the kitchen?
Answer Choices:
(a) refrigerator
(b) kitchen top
(c) cupboard
(d) dishwasher
(e) apartment",cupboard,cupboard,"The answer must be a place where bowls are kept. Of the above choices, only cupboards are used to keep bowls."
333,"What is committing perjury likely to lead to?
Answer Choices:
(a) shame
(b) arrest
(c) embarrassment
(d) go to jail
(e) tension",arrest,go to jail,"The answer must be something that is likely to happen to someone who commits perjury. Of the above choices, only going to jail is likely to happen to someone who commits perjury."
334,"What type of breathing can be dangerous?
Answer Choices:
(a) stay alive
(b) continue to live
(c) hyperventilation
(d) relaxation
(e) panting",hyperventilation,hyperventilation,"The answer must be a type of breathing. Of the above choices, only hyperventilation is a type of breathing."
