,premise,hypothesis,label,llm_label,rationale,input
2484,Four athletes from two different teams are competing in their sport on the ice rink.,People are playing a game on the ice.,entailment,entailment,The athletes are people. The sport is a game.,Four athletes from two different teams are competing in their sport on the ice rink.</s>People are playing a game on the ice.
2485,Four athletes from two different teams are competing in their sport on the ice rink.,The couple is taking a picture.,contradiction,neutral,The couple is not necessarily the athletes.,Four athletes from two different teams are competing in their sport on the ice rink.</s>The couple is taking a picture.
2486,Four athletes from two different teams are competing in their sport on the ice rink.,People are playing a game wearing colorful skates.,neutral,entailment,The athletes are people. The skates are colorful.,Four athletes from two different teams are competing in their sport on the ice rink.</s>People are playing a game wearing colorful skates.
2487,Four people turn a corner in a speed skating event.,The people are skating.,entailment,entailment,The people are speed skating.,Four people turn a corner in a speed skating event.</s>The people are skating.
2488,Four people turn a corner in a speed skating event.,The skaters compete in an olympic qualifying event.,neutral,entailment,The skaters are competing in a speed skating event.,Four people turn a corner in a speed skating event.</s>The skaters compete in an olympic qualifying event.
2489,Four people turn a corner in a speed skating event.,The boy and girl are swimming across the lake.,contradiction,contradiction,The boy and girl are not swimming across the lake.,Four people turn a corner in a speed skating event.</s>The boy and girl are swimming across the lake.
2490,Four women participating in an ice-skating race.,Some humans participating.,entailment,entailment,Women are humans.,Four women participating in an ice-skating race.</s>Some humans participating.
2491,Four women participating in an ice-skating race.,Huge humans participating.,contradiction,neutral,The women are not necessarily huge.,Four women participating in an ice-skating race.</s>Huge humans participating.
2492,Four women participating in an ice-skating race.,No humans participating,neutral,neutral,Humans are not necessarily women.,Four women participating in an ice-skating race.</s>No humans participating
2493,A team of soccer players in white strips are running around cones on a sports field.,The soccer players are standing around drinking water.,contradiction,contradiction,"The soccer players are running around cones, not standing around drinking water.",A team of soccer players in white strips are running around cones on a sports field.</s>The soccer players are standing around drinking water.
2494,A team of soccer players in white strips are running around cones on a sports field.,Soccer players are running on the grass.,entailment,entailment,Soccer players are running on the grass.,A team of soccer players in white strips are running around cones on a sports field.</s>Soccer players are running on the grass.
2495,A team of soccer players in white strips are running around cones on a sports field.,A soccer team practices after school.,neutral,neutral,"The soccer team is practicing, but it is not necessarily after school.",A team of soccer players in white strips are running around cones on a sports field.</s>A soccer team practices after school.
2496,Runners in a marathon going uphill.,Runners must go uphill in the marathon to reach the checkpoint.,neutral,entailment,The runners are going uphill in the marathon to reach the checkpoint.,Runners in a marathon going uphill.</s>Runners must go uphill in the marathon to reach the checkpoint.
2497,Runners in a marathon going uphill.,Runners run in the marathon.,entailment,entailment,Runners run in the marathon.,Runners in a marathon going uphill.</s>Runners run in the marathon.
2498,Runners in a marathon going uphill.,The runners will not go uphill.,contradiction,contradiction,The runners are going uphill.,Runners in a marathon going uphill.</s>The runners will not go uphill.
2499,An older man in jeans and a sweater is lifting down a box from the top of a pile.,The man is eating dinner.,contradiction,contradiction,The man is not eating dinner.,An older man in jeans and a sweater is lifting down a box from the top of a pile.</s>The man is eating dinner.
2500,An older man in jeans and a sweater is lifting down a box from the top of a pile.,The man is looking for something in the boxes.,neutral,neutral,The man is lifting down a box from the top of a pile. He could be looking for something in the boxes.,An older man in jeans and a sweater is lifting down a box from the top of a pile.</s>The man is looking for something in the boxes.
