question,choices
"The amount of effort put into the losing project was negligible, how much effort was put into the winning project?","['significant', 'considerable', 'important', 'unignorable', 'useful']"
"The anemone was being harvested for sale in New York, where was it likely taken from?","['tide pool', 'nursery', 'michigan', 'atlantic ocean', 'ocean floor']"
"The animals didn't have any sense of shame.  They just had sex by the water, and sometimes dipped in to do what?","['feel pain', 'bathe', 'die of cancer', 'copulate', 'attack']"
"The animals had eaten and taken a mud bath in the sun, what happened to them as a result?","['feel pleasure', 'die of cancer', 'procreate', 'baked', 'pass water']"
"The animals were acting rabid at the sight of a bucket, why?","['fight each other', 'need to eat', 'feared the bucket', 'feel pain', 'live lives']"
"The animals were not thirsty, so what did they do when they were by the river?","['feel pain', 'fly', 'pass water', 'die of cancer', 'feel pleasure']"
"The animals weren't good at swimming, so it was hard for them to do what?","['pass water', 'bathe', 'listen to each other', 'feel pleasure', 'reproduce asexually']"
"The annoying person always had a comment to share, he must think he must what?","['know everything', 'compliments', 'confidence', 'care about', 'spare time']"
"The antarctic ocean touches a few others, but the next in line alphabetically is which one?","['indian ocean', 'atlantic', 'antarctic', 'medium', 'pacific']"
"The apple tree was located outside the car factory, it was one of many where?","['maine', 'india', 'oregon', 'washington state', 'detroit']"
"The arch was just one of many sites to see, but most preferred the stained glass at the what?","['doorway', 'cathedral', 'ancient rome', 'building', 'chapel']"
"The archaeologist was seeing artifacts that he had lost long ago while reading a textbook, what did this bring up?","['painful memories', 'poor planning', 'thinking', 'learning', 'angry']"
"The archaeologist was seeing artifacts that he knew were fake, how did he feel?","['pleasure', 'awe inspiring', 'angry', 'thinking', 'painful memories']"
"The archaeologist was seeing artifacts that made no sense, so what did he do?","['angry', 'thinking', 'painful memories', 'consider the options', 'learning']"
"The argument was becoming more heated, but when somebody threw fruit at another is when things really started to what?","['taste sweet', 'market', 'go off', 'keep fresh', 'become ripe']"
"The art project called for a big wooden rod, so she went where to get one?","['hardware store', 'tree stump', 'old clock', 'old houses', 'broom closet']"
"The artificial intelligence was constantly analysing the data, it was programmed to always be what?","['learning more about', 'healing', 'better knowledge', 'enlightened', 'change']"
"The artist didn't use many colors to capture the view, he was famous for his very plain what?","['landscape', 'east side', 'countryside', 'middle america', 'georgia']"
"The artist felt creating art was more than just making a picture, he felt his work had to evoke what?","['strong emotion', 'work of art', 'pleasure', 'anger', 'enlightenment']"
"The artist knew that this was the peak of his fandom, so he decided it was time for cashing in by doing what?","['selling out', 'happy', 'fishing', 'receiving money', 'getting paid']"
"The artist used a stylus on a pad to draw digitally, he kept a very steady what?","['foot', 'record player', 'palm pilot', 'ink', 'hand']"
"The artists created an elaborate wood carving for the location, it was a spiritual experience for him working at a where?","['synagogue', 'carpet', 'street', 'tree', 'lumberyard']"
"The astronaut wanted to find the United States from outer space, so where did he aim his spacecraft?","['history book', 'atlas', 'map', 'towards ocean', 'northern hemisphere']"
"The astronauts were trying to figure out how to get to the moon, where did they have to pas through first?","['night sky', 'universe', 'atmosphere', 'outer space', 'air']"
"The atheist extolled virtues of secular thought, what ideas was he likely opposing?","['eternal', 'religious', 'church', 'monastic', 'unpredictable']"
"The athlete needed cooling off, but after ten seconds in an ice bath he had the whats?","['calm down', 'chills', 'loss of heat', 'better decisions', 'bloated']"
"The athlete was competing in a race and saw the finish line, what did he feel as a result?","['strength', 'increased effort', 'vain thoughts', 'adrenaline rush', 'winning or losing']"
"The attack took the player by surprise, he say the game was over and his opponent would win so he decided to just what?","['work harder', 'cease fire', 'surrender', 'defend', 'defence']"
"The audience watched the principal speaking, where were they seated?","['sporting event', 'lecture', 'school', 'concert hall', 'hockey game']"
"The automaton wanted to save money like normal humans, what did it need to learn about?","['museum', 'banking', 'science fiction plot', 'lab', 'computer work']"
"The automobile was left outside when the man got home from work, where was i left?","['exit ramp', 'repair shop', 'driveway', 'front yard', 'garage']"
"The baby came unexpectedly, what did it do?","['died', 'boy or girl', 'learn to walk', 'talk nonsense', 'arrive early']"
"The baby heard his mom talk for months, what did he do as a result?","['learn to speak', 'talk nonsense', 'talk rubbish', 'boy or girl', 'begin to talk']"
"The baby was thirsty, so it's mother allowed it to do what?","['arrive on time', 'bring joy', 'nurse', 'boy or girl', 'earn to speak']"
"The bachelor didn't bother cleaning his sink, where was the unfortunate sink located?","['chemistry lab', 'front desk', 'apartment', 'laundry room', 'laboratory']"
"The bachelor was too lazy to take the groceries out of the shopping bag, he just put the full bags right in his pantry what?","['retail store', 'refrigerator', 'supermarket', 'car trunk', 'storage cabinet']"
"The back courtyard led to a walkout basement, where was it attached to?","['suburbs', 'large house', 'farm house', 'palace', 'country estate']"
"The back courtyard was common feature of every house in the neighborhood, where could they be found?","['palace', 'poor suburbs', 'suburbs', 'country estate', 'large house']"
"The baker got a new delivery of sugar, he opened the bag and poured it in the storage what?","['container', ""neighbor's house"", 'kitchen', 'coffee', 'pancake mix.']"
"The bald eagle avoided big cities, what kinds of place did he prefer to be?","['canada', 'maine', 'countryside', 'united states of america', 'florida']"
"The bald eagle can be a symbol, it elicits feeling of patriotism where?","['forrest', 'grand canyon', 'canada', 'u.s', 'india']"
"The bald eagle has been a protected species, this is in part due to a dwindling what?","['nest', 'everglades', 'high places', 'in washington', 'natural habitat']"
"The bald eagle made a nest in a tree surrounded by others, it made it's home in a vast what?","['u.s', 'forrest', 'grand canyon', 'park', 'canada']"
"The bald eagle was perched on a redwood, what region was it in?","['pacific northwest', 'michigan', 'washington state', 'northern california', 'in washington']"
"The ball was in Lucy's court, which was good, since she played handball here all the time.  Where might she be/","['field', 'street', 'playground', 'bearing', 'gymnasium']"
"The balloon was purchased along with other weekly household essentials, where was it purchased?","['birthday party', ""child's hand"", 'clown', 'grocery store', 'sky']"
