,input,label,llm_label,rationale
345,"The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?
Answer Choices:
(a) health
(b) fall down
(c) stagger
(d) get arrested
(e) vomit",stagger,stagger,"The answer must be something that would give away that the teens were drunk. Of the above choices, only stagger would give away that the teens were drunk."
346,"The terrace had Kanji written on it, indicating that it was made where?
Answer Choices:
(a) japan
(b) rice paddy
(c) garden
(d) michigan
(e) italy",japan,japan,"The answer must be the place where Kanji is written. Of the above choices, only Japan uses Kanji."
347,"The tourist entered Mammoth cave, what state were they in?
Answer Choices:
(a) west virginia
(b) kentucky
(c) rocky hills
(d) scotland
(e) canyon",kentucky,kentucky,"The answer must be the state where Mammoth cave is located. Of the above choices, only Kentucky is the state where Mammoth cave is located."
348,"The town house went right to the curb, a slot effectively made a mailbox of the what?
Answer Choices:
(a) apartment building
(b) front door
(c) back door
(d) street corner
(e) porch",front door,front door,"The answer must be something that is made into a mailbox. Of the above choices, only front door is made into a mailbox."
349,"The traveling business man was glad his credit card had perks, it offset the high prices for travel from a what?
Answer Choices:
(a) car
(b) theatre
(c) airport
(d) hotel
(e) disneyland",airport,airport,"The answer must be a place where a traveling business man would travel from. Of the above choices, only airport is a place where a traveling business man would travel from."
350,"The trucker plopped on the bench with a sense of relief, where did he arrive?
Answer Choices:
(a) bordello
(b) rest area
(c) garden
(d) bus stop
(e) state park",rest area,rest area,"The answer must be a place where a trucker would feel relief. Of the above choices, only rest area makes sense."
351,"The two played video games all night in the living room, he enjoyed visiting where?
Answer Choices:
(a) formal seating
(b) friend's house
(c) movies
(d) home
(e) apartment",friend's house,friend's house,"The answer must be the place where the two played video games all night. Of the above choices, only friend's house makes sense."
352,"The vet found malignant tumors on the animals, what is their likely fate?
Answer Choices:
(a) euthanasia
(b) pass water
(c) die of cancer
(d) feel pain
(e) feel pleasure",die of cancer,euthanasia,"The answer must be something that happens to animals with malignant tumors. Of the above choices, only euthanasia is something that happens to animals with malignant tumors."
353,"The victim was to take stand today, they were going to do what?
Answer Choices:
(a) testify
(b) runaway
(c) witness
(d) tell truth
(e) go home",testify,testify,"The answer must be something that a victim does in court. Of the above choices, only testify is something that a victim does in court."
354,"The weasel ran up away from danger, somebody joked only our first president could get him down from the what?
Answer Choices:
(a) washington dc
(b) ladder
(c) natural history museum
(d) cherry tree
(e) chicken coop",cherry tree,ladder,"The answer must be something that the weasel ran up. Of the above choices, only a ladder is something that the weasel could run up."
355,"The weasel was becoming a problem, it kept getting into the chicken eggs kept in the what?
Answer Choices:
(a) forrest
(b) barn
(c) public office
(d) out of doors
(e) freezer",barn,barn,"The answer must be a place where chickens are kept. Of the above choices, only barns are used to keep chickens."
356,"The woman is watching television and trying to forget her day, what is her goal?
Answer Choices:
(a) entertainment
(b) falling asleep
(c) getting fat
(d) crying
(e) relaxation",relaxation,relaxation,"The answer should be the goal of someone watching television and trying to forget her day. Of the above choices, the closest goal is relaxation."
357,"The wood was still rough to the touch, what did the woodworker have to do?
Answer Choices:
(a) petrify
(b) sanded
(c) warp
(d) composted
(e) clean",sanded,sanded,"The answer must be something that would make the wood smooth. Of the above choices, only sanding would make the wood smooth."
358,"There was a long cottage somewhere.  People thought it was haunted.  It was overgrown, there was nothing near it.  It's was far into the what?
Answer Choices:
(a) mountains
(b) countryside
(c) train
(d) painting
(e) village",countryside,mountains,"The answer must be a place that is far away from everything. Of the above choices, only mountains are far away from everything."
359,"There was a toll road that meandered from Maine to New Hampshire, where was it?
Answer Choices:
(a) massachusetts
(b) new england
(c) my house
(d) new jersey
(e) connecticut",new england,Massachusetts,"The answer must be a place that is between Maine and New Hampshire. Of the above choices, only Massachusetts is between Maine and New Hampshire."
360,"There was more than one bum asking for change or a ticket, it was the cheapest way to travel so it was no surprise sight at the what?
Answer Choices:
(a) train station
(b) beach
(c) bus depot
(d) bridge
(e) stumblebum",bus depot,train station,"The answer must be a place where bums would ask for change or a ticket. Of the above choices, only train stations have bums asking for change or a ticket."
361,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?
Answer Choices:
(a) pocket
(b) classroom
(c) table
(d) library
(e) shelf",classroom,library,"The answer must be a place where a dictionary would be kept. Of the above choices, only a library would have a dictionary."
362,"There's one obvious reason to eat vegetables, they're plain what you?
Answer Choices:
(a) lose weight
(b) good for
(c) bland
(d) chewing
(e) fibre",good for,good for,"The answer must be something that vegetables are. Of the above choices, only vegetables are good for you."
363,"They children loved having a back yard, and the parents loved that it was a safe what?
Answer Choices:
(a) suburb
(b) neighborhood
(c) back of house
(d) roundabout
(e) property",neighborhood,property,"The answer must be something that is safe. Of the above choices, only property is safe."
364,"They dealt with combustible mixtures in their experiments, this is why they kept a fire extinguisher where?
Answer Choices:
(a) hospital
(b) chemistry lab
(c) most businesses
(d) classroom
(e) public building",chemistry lab,chemistry lab,"The answer must be a place where combustible mixtures are used. Of the above choices, only chemistry labs use combustible mixtures."
