,question,choices,answer,rationales
8907,Where would a company's committee meet for a meeting?,"['church', 'office building', 'city hall', 'zoo', 'boardroom']",boardroom,
8908,Where would a court be located?,"['city', 'gymnasium', 'inside', 'public building', 'palace']",public building,
8909,Where would a dance club be the furthest in the same direction as the side that won the Civil War?,"['ohio', 'downtown area', 'michigan', 'south', 'united states']",michigan,
8910,Where would a dental office be furthest in the direction of the side that won the Civil War?,"['michigan', 'city', 'hospital', 'minnesota', 'state']",michigan,
8911,Where would a doctor rush to?,"['nursing home', 'sick patients', 'dentist', 'emergency room', 'golf course']",emergency room,
8912,Where would a doctor train before gaining a practice?,"['butcher shop', 'golf course', 'nursing home', 'medical school', 'medical office']",medical school,
8913,Where would a ferret feel most free?,"['classroom', 'north carolina', 'north america', 'great britain', 'outdoors']",outdoors,
8914,Where would a ficus plant brighten up a room?,"['middle east', 'palace', 'dictionary', 'pots', 'apartment']",apartment,
8915,Where would a floor be covered in clothes?,"['closet', 'chair', 'table', 'house', 'desk']",closet,
8916,Where would a gazelle like to run?,"['uphill', 'open field', 'asia', 'encyclopedia', 'steppe']",open field,
8917,Where would a highlighter be used in a legal case?,"['office supply store', 'office drawer', 'desk drawer', 'case', 'school']",case,
8918,Where would a human expect to find manufacturing operations?,"['factory', 'school', 'grocery store', 'band', 'aircraft']",factory,
8919,Where would a human go to be near his or her ancestors?,"['civilisation', 'underground', 'graveyard', 'spacecraft', 'space shuttle']",graveyard,
8920,Where would a human make a public call be made?,"['phone booth', 'clothing store', 'workplace', 'swimming pool', 'phone mount']",phone booth,
8921,Where would a human need to check how much oxygen he or she has?,"['space shuttle', 'underwater', 'civilisation', 'spacecraft', 'graveyard']",spacecraft,
8922,Where would a kitchen towel be found?,"['cupboard', 'at hotel', 'linen closet', 'under a rock', 'locker room']",cupboard,
8923,Where would a lawyer look to find a rule  they are governed by?,"['football game', 'hunger games', 'family situation', 'text book', 'lawbook']",lawbook,
8924,Where would a lizard surprise a person?,"['new mexico', 'forrest', 'dessert', 'garden', 'creek']",garden,
8925,Where would a local terrorist end up if they are caught?,"['airport', 'hijack planes', 'prison', 'hotel', 'afghanistan']",prison,
8926,Where would a loose weasel cause the most destruction?,"['beach', 'michigan', 'great britain', 'hen house', 'forrest']",hen house,
8927,Where would a man carry a dollar bill?,"['wallet', 'bank', 'a car', 'purse', 'pocket']",wallet,
8928,Where would a marmoset be out of place?,"['warm climate', 'france', 'burrow', 'shopping mall', 'great outdoors']",shopping mall,
8929,Where would a marmoset be unable to breathe?,"['latin america', 'dictionary', 'france', 'underground', 'burrow']",underground,
8930,Where would a marmot be unable to walk to another continent?,"['south america', 'north america', 'cage', 'new zealand', 'countryside']",new zealand,
8931,Where would a marmot feel most confined?,"['wood pile', 'petting zoo', 'wilderness', 'northern hemisphere', 'mountainous area']",petting zoo,
8932,Where would a person blush or put his head down after shutting a door loudly?,"['apartment', ""neighbor's house"", 'wall', 'library', 'theater']",theater,
8933,Where would a person find information in the old days?,"['dewey decimal system', 'book', 'library', 'newspaper', 'internet']",book,
8934,Where would a person go for a wound that is urgent?,"['battle', 'hurt', 'emergency room', 'injured person', 'hospital']",emergency room,
8935,Where would a person go for a wound that wasn't urgent?,"['emergency room', 'library', 'injured person', 'patient', 'hospital']",hospital,
8936,Where would a person go if he or she wants to get a good view?,"['hill', 'building', 'family', 'water cooler', 'space shuttle']",space shuttle,
8937,Where would a person have a small bookshelf?,"['bedroom', 'bathroom', 'book store', 'library', 'furniture store']",bedroom,
8938,Where would a person keep a book while it's being read?,"['closet', 'library of congress', 'classroom', 'in bed', 'desk']",desk,
8939,Where would a person keep a personal ficus?,"['good health', 'park', 'own home', 'lobby', 'park']",own home,
8940,Where would a person put an automobile when not using it?,"['garage', 'highway', 'fast lane', 'freeway', 'street']",garage,
8941,Where would a policeman be most likely to stop a car?,"['the park', 'police station', 'front door', 'roadblock', 'street']",roadblock,
8942,Where would a restaurant put a candle?,"['dimly lit room', 'kitchen', 'wall', 'table', 'birthday cake']",table,
8943,Where would a rosebush be most likely to die due to lack of water?,"['canada', 'the desert', 'indiana', 'california', 'backyard']",california,
8944,Where would a snake find a great hiding place in the United Kingdom?,"['ditch', 'terrarium', 'thick forest', 'kew gardens', 'feild']",kew gardens,
8945,Where would a snake hide before ambushing prey?,"['burlap sack', 'closet', 'pet shops', 'hot country', 'deep grass']",deep grass,
8946,Where would a sofabed be used only for guests?,"['sitting room', 'living room', 'basement', 'dinning roam', 'spare room']",spare room,
8947,Where would a soprano sing live for money?,"['opera house', 'movie', 'choit', 'theater', 'choir']",opera house,
8948,Where would a special ficus be found?,"['botanical garden', ""doctor's office"", 'in a sea', 'public place', 'arboretum']",botanical garden,
8949,Where would a specific place for a delicatessen be?,"['large city', 'michigan', 'shop', 'mall', 'hometown']",michigan,
8950,Where would a teacher store their upright piano?,"['music class', 'piano store', 'band', 'music store', 'music room']",music room,
8951,Where would a ticket help you to get to a different country?,"['train station', 'baseball stadium', 'lottery', 'movie', 'bus']",train station,
8952,Where would a towel be kept in a gym?,"['locker room', 'in the showers', 'linen closet', 'swimming pool', 'cupboard']",locker room,
8953,Where would a violinist stand on a platform?,"['train', 'museum', 'concert hall', 'arena', 'building']",concert hall,
8954,Where would a weasel go if it is hungry?,"['court room', 'chicken coop', 'backyards', 'natural history museum', 'cherry tree']",cherry tree,
8955,Where would a woman keep a dollar bill?,"['wallet', 'pocket', 'mailbox', 'buy coke', 'purse']",purse,
8956,Where would a woman store a train ticket on her person?,"[""conductor's hand"", 'purse', 'train depot', 'ticket booth', 'ticket office']",purse,
8957,Where would a woman store her leg razor?,"['outside', 'barber shop', ""psycho's pocket"", 'suitcase', 'medicine cabinet']",medicine cabinet,
8958,Where would a wooden chair be a good fit for?,"['office', 'desk', 'living room', 'lawn', 'cubicle']",desk,
8959,Where would a zoo keep a lemur?,"['bank', 'australia', 'cage', 'forrest', 'hole']",cage,
8960,Where would acrobats sometimes use a launching platform when they perform?,"['lunch room', 'cape canaveral florida', 'space station', 'aircraft carrier', 'circus']",circus,
8961,Where would an apple tree be near the grave site of Nelson Mandella?,"['sunshine', 'closer', 'south africa', 'bloom', 'fields']",south africa,
8962,Where would an apple tree be unlikely to grow due to the presence of uneven land?,"['washington state', 'illinois', 'north carolina', 'florida', 'orchard']",north carolina,
8963,Where would an automobile drive in order to get somewhere quicker?,"['side of road', 'parking garage', 'street', 'garage', 'fast lane']",fast lane,
8964,Where would art books likely to be found on a shelf or two?,"['cabinet', 'school building', 'cupboard', 'bedroom', 'museum']",school building,
8965,Where would bacteria be contained?,"['finger', 'ground', 'septic tank', 'mouth', 'petri dish']",septic tank,
8966,Where would be a good place for a weasel to hide?,"[""children's story"", 'animated film', 'henhouse', 'mulberry bush', 'bank']",mulberry bush,
8967,Where would be able to get a bbq meal away from home?,"['backyard', 'louisiana', ""neighbor's house"", 'restaurant', 'ribs']",restaurant,
8968,Where would be an unusual place for a harmonica?,"['country band', 'blues band', 'pocket', 'music store', 'rock band']",rock band,
8969,Where would be the closest place you would find a piece of literature you own?,"['under the bed', 'own home', 'books and magazines', 'meeting', 'public library']",own home,
8970,Where would be the most likely place to find gamblers?,"['race track', 'building', 'casino', 'bar', 'back horses']",casino,
8971,Where would child's work be on the wall?,"['labyrinth', 'china', 'corner', 'art show', 'classroom']",classroom,
8972,Where would children be preparing for future playing?,"['zoo', 'soccer game', 'classroom', 'bathroom', 'toy store']",toy store,
8973,Where would children go to learn?,"['school', 'soccer game', 'zoo', 'disneyland', 'nursery']",school,
8974,Where would children go to see different animals?,"['school', 'zoo', 'soccer game', 'disneyland', 'cricket stadium']",zoo,
8975,Where would computers be used for sorting?,"['labyrinth', 'mit', 'post office', 'university', 'large city']",post office,
8976,Where would excitement not be allowed?,"['hockey game', 'boxing match', 'library', 'car show', 'dance']",library,
8977,Where would explosive devices be used to build and demolish things?,"['bomb', 'army', 'war', 'workplace', 'construction site']",construction site,
8978,Where would find a townhouse that is not attached to other houses?,"['apartment building', 'suburban development', 'suburbs', 'michigan', 'park']",suburbs,
8979,Where would footprints be left on a man made item?,"['roof', 'carpet', 'ground', 'surface of earth', 'rug']",rug,
8980,Where would glasses be needed by many people?,"['cabinet', 'meeting', 'office', 'cupboard', 'home']",meeting,
8981,Where would green beans be found directly before eating?,"['bathroom', 'plate', 'container', ""farmer's market"", 'mouth']",plate,
8982,Where would have a specialty hair salon for guests?,"['mail', 'shopping center', 'hotel', 'resort', 'metropolitan city']",hotel,
8983,Where would i likely find shirts with my favorite team's logo on it?,"['worn by people', 'sporting goods store', 'in closet', 'suitcase', 'closet']",sporting goods store,
8984,Where would it be too cold for a marmoset?,"['snow', 'rainforest', 'france', 'mountains', 'colorado']",mountains,
8985,Where would keep a saucepan when it's not in use?,"['georgia', 'italian restaurant', 'pan house', 'kitchen cupboard', 'boiling water']",kitchen cupboard,
8986,Where would kids walk to if it hot outside?,"['lake', 'toy store', 'swimming pool', 'park', 'disneyland']",swimming pool,
8987,Where would most people store their fortune?,"['imagination', 'bank', 'cookie', 'treasure chest', 'gold']",bank,
8988,Where would most people think putting feet is disgusting?,"['table', 'staircase', 'office', 'shoes and socks', 'desk']",table,
8989,Where would my son place his paper plate?,"['table', 'his bedroom', 'dishwasher', 'cabinet', 'restaurant']",table,
8990,Where would normally find two eyes?,"['someones face', 'faces', ""person's head"", 'potato', 'someones face']",person's head,
8991,Where would one catch a connection flight?,"['wires', 'freeway', 'electrical circuit', 'wall', 'airport']",airport,
8992,Where would one find a captive monkey?,"['rain forest', 'tree tops', 'toy store', 'zoological gardens', 'great outdoors']",zoological gardens,
