,question,choices,answer,rationales
6875,What item has parts such as rods and pistons?,"['sporting goods store', 'engine', 'cool', 'eyeball', 'fishing camp']",engine,
6876,What item is smelted out of minerals on the country side?,"['urban city', 'france', 'metal', 'grass', 'state']",metal,
6877,What keeps a cigarette fresh?,"['carton', 'light fire', 'burn down forest', 'ashtray', 'hand']",carton,
6878,What kind of activity ends with a cash register?,"['toy store', 'shopping spree', 'supermarket', 'shop', 'bookstore']",shop,
6879,What kind of activity is making bread?,"['pride', 'mess', 'gratifying', 'allergic reactions', 'adept']",gratifying,
6880,What kind of area does a cat typically enjoy?,"['warm place', 'barn', 'beam of sunlight', 'backyard', 'high places']",warm place,
6881,What kind of blade cuts living things?,"['scissors', 'blade of grass', 'rollerblade', 'lawn mower', 'helicopter']",lawn mower,
6882,What kind of box does a fish live in?,"['aquarium', 'ocean', 'pond', 'bay', 'river']",aquarium,
6883,What kind of breathing makes noise but does not indicate that you are sick?,"['sigh', 'clavicular', 'yawn', 'cough', 'live']",sigh,
6884,What kind of building has many a book written in Hebrew?,"['library', 'classroom', 'library of congress', 'suitcase', 'synagogue']",synagogue,
6885,What kind of building sometimes has a basement and is occupied the most on the day after Saturday?,"['closet', 'office building', 'church', 'shop', 'own house']",church,
6886,What kind of building would you expect to find a skylight?,"['roof', 'house', 'windowless room', 'company', 'office building']",house,
6887,What kind of business would you make if you want to help people?,"['nonprofit', 'art', 'pyramid scheme', 'pleasure', 'personal']",nonprofit,
6888,What kind of call are you on if you're hearing several people over speakers?,"['desktop', 'headphones', 'connect', 'concert', 'conference']",conference,
6889,What kind of class uses a triangle?,"['mathematics', 'geometry', 'math class', 'math book', 'university']",geometry,
6890,What kind of cold storage would you use if you just bought some food?,"['laboratory', 'restaurant', 'freezer', 'grocery store', 'laboratory']",freezer,
6891,What kind of computer is not a laptop?,"['library', 'desktop', 'microwave oven', 'space shuttle', 'table']",desktop,
6892,What kind of country has a government?,"['democracy', 'washington d.c', 'whitehouse', 'civilization', 'capitol building']",democracy,
6893,What kind of driving leads to accidents?,"['stressful', 'dangerous', 'fun', 'illegal', 'deadly']",dangerous,
6894,What kind of emotion does eating at your favorite restaurant bring about?,"['getting full', 'sadness', 'gas', 'gaining weight', 'satisfaction']",satisfaction,
6895,What kind of entertainment may feature a talking weasel on an adventure?,"[""children's story"", 'forrest', 'mulberry bush', 'animated film', 'outdoors']",animated film,
6896,What kind of explosive device has a fuse or timer?,"['war', 'fireworks display', 'action film set', 'bomb', 'construction site']",bomb,
6897,What kind of facial expression would the audience have if they liked watching someone perform?,"['smile', 'standing ovation', 'music', 'grimace', 'applause']",smile,
6898,What kind of feeling can sex lead to?,"['bliss', 'aids', 'getting pregnant', 'orgasm', 'educations']",bliss,
6899,What kind of flight cannot be taken to s foreign country?,"['imaginary flight', 'american', 'native', 'indigenous', 'domestic']",domestic,
6900,What kind of food is not sweet?,"['dry', 'wet', 'bitter', 'nonsweet', 'decaying']",bitter,
6901,What kind of furniture would you put stamps in if you want to access them often?,"['cabinet', 'desk', 'drawer', 'bedbox', 'suitcase']",desk,
6902,What kind of heart test might you have while having a check up?,"['anxiety', 'stress', 'trouble', 'uncertainty', 'a bug bite']",stress,
6903,What kind of leave did the manager assign all nonessential personnel?,"['mandatory', 'shall', 'necessary', 'essential', 'required']",mandatory,
6904,What kind of life is not acknowledged in the secular world?,"['short term', 'religious', 'eternal', 'beyond', 'frequent']",eternal,
6905,What kind of object would you need to see something dirty underground?,"['bed', 'ground', 'bright', 'clean', 'sportsmanlike']",bright,
6906,What kind of pain can be caused my watching television too much?,"['fatigue', 'addiction', 'power gains', 'entertainment', 'headaches']",headaches,
6907,What kind of parents make the happiest child?,"['birth', 'act of sex', 'loving couple', 'parents', 'adoption']",loving couple,
6908,What kind of people will someone who is in charge of project look for?,"['greedy', 'worry', 'have knowledge', 'take charge', 'boss']",have knowledge,
6909,What kind of performance can be viewed on a DVD?,"['concert hall', 'circus', 'movie', 'theatre', 'singing']",movie,
6910,What kind of performance has lions and elephants and acrobats?,"['theatre', 'television', 'circus', 'movie', 'concert hall']",circus,
6911,What kind of person would believe in God and kill a divine entity?,"['undivine', 'godless', 'wonderful', 'humdrum', 'horrible']",horrible,
6912,What kind of place could have a seafood restaurant?,"['new york', 'coastal cities', 'city', 'coastal cities', 'boston']",city,
6913,What kind of place could have thousands of statue?,"['church', 'theatre', 'large city', 'water fountain', 'central park']",large city,
6914,What kind of place could you find a beaver in?,"['zoo', 'middle of road', 'dictionary', 'british columbia', 'countryside']",countryside,
6915,What kind of place does a beaver call home?,"['ontario', 'zoo', 'marshland', 'woodlands', 'canada']",woodlands,
6916,What kind of place is an excavation site?,"['working ground', 'quarry', 'desert', 'work area', 'under ground']",work area,
6917,What kind of playing game could result in you winning?,"['having fun', 'competition', 'entertain', 'checkers', 'injury']",competition,
6918,What kind of radio does someone use to reach base?,"['vessel', 'box', 'transistor', 'submarine', 'lamp']",transistor,
6919,What kind of real estate agent would sell a house for less than what it is worth?,"['incompetent', 'manipulate', 'fib', 'charming', 'exaggerate']",incompetent,
6920,What kind of service would you want if you do not want bad service or very good service?,"['competent', 'first rate', 'adequate', 'sincere', 'fast paced']",adequate,
6921,What kind of store does a merchant have if they sell produce?,"['the sun', 'market', 'business', 'mall', 'shopping center']",market,
6922,What kind of store has jewelry and clothing?,"['suitcase', 'department store', 'safe deposit box', 'ring box', 'vault']",department store,
6923,What kind of structure are in if there is a large chandelier in the foyer?,"['from the ceiling', 'building', 'apartment', 'mansion', 'spacious house']",mansion,
6924,What kind of structure contains your favorite eatery?,"['eating fast foods', 'town', 'commercial building', 'veterinarian', 'restaurant']",commercial building,
6925,What kind of tour is someone likely to see the eiffel tower on?,"['garage', 'movies', 'in europe', 'paris', 'bus']",in europe,
6926,What kind of water comes from a faucet?,"['room temperature', 'spring forth', 'wet clothes', 'hard water', 'take several forms']",room temperature,
6927,What kind of wine list can I expect to see in Paris?,"['restaurant', 'french', 'boston', 'canadian', 'resturant']",french,
6928,What kingdom is frequently associated with pubs?,"['bahrain', 'ireland', 'great britain', 'london', 'england']",great britain,
6929,What lawn is most likely to be on a street?,"['green yard', 'suburbia', 'golf course', 'front yard', 'michigan']",front yard,
6930,What leads a company to get in trouble?,"['mail order', 'branch out', 'commit crime', 'liquidated', 'procure']",commit crime,
6931,What leads a person to check up on someone else when they are working?,"['schizophrenia', 'mistrust', 'annoying', 'executed', 'isolation']",mistrust,
6932,What leads someone to learning about world?,"['anger', 'open mind', 'biology book', 'smartness', 'cynicism']",open mind,
6933,What leads to mass death?,"['poisonous gas', 'homicide', 'suicide', 'poison leaves', 'nuclear weapons']",nuclear weapons,
6934,What leads to someone going to to bed?,"['bad dreams', 'lazyness', 'get pregnant', 'sleepiness', 'rest']",sleepiness,
6935,What liquid can be kept in a large container?,"['juice', 'door', 'shed', 'supermarket', 'cabinet']",juice,
6936,What liquid contains naturally occurring salt?,"['seashell', 'ocean water', 'table', 'fast food restaurant', ""neighbor's house""]",ocean water,
6937,What low area between mountains can an apple tree be typically found?,"['valley', 'washington state', 'open', 'countryside', 'fields']",valley,
6938,What magical kingdom is miserable in the rain?,"['disneyland', 'forest', 'weather', 'seattle', 'street']",disneyland,
6939,What makes a person feel good?,"['able to read', 'acknowledgment', 'complemented', 'understand themselves', 'solve problems']",complemented,
6940,What makes it possible for your bones to move?,"['flesh', 'human body vertebrates', 'skin and', 'muscle', 'cartilage']",muscle,
6941,What makes people happy when it is surprising and unexpected?,"['joke', 'humor', 'frightened', 'fight', 'laughter']",humor,
6942,What mammal has a diaphragm?,"['homunculus', 'drugstore', 'human', ""woman's body"", ""person's chest""]",human,
6943,What material would you put on the walls and floor in a shower?,"['home', 'shower', 'room', 'tiles', 'roof']",shower,
6944,What may a person call people who are acting foolishly?,"['strange', 'kind', 'dumb', 'weird', 'stupid']",stupid,
6945,What may a person want to buy at a carnival for a sweet treat?,"['own house', 'cotton candy', 'kitchen', 'english house', 'meaningful work']",cotton candy,
6946,What may be a characteristic of a healthy person?,"['depression', 'own house', 'new experiences', 'good looking', 'playfulness']",good looking,
6947,What may happen to a dangerous rescue?,"['corrupt', 'abandon', 'good time', 'endanger', 'bind']",abandon,
6948,What may jogging make you feel like?,"['increased heart rate', 'improved health', 'frightened', 'shin splints', 'being tired']",being tired,
6949,What may you experience after listening to a boring talk for a long time?,"['fatigue', 'hear things', 'headache', 'anxiety', 'learning']",fatigue,
6950,What may you feel after standing in line for a long time and not getting what you were after?,"['frustration', 'order', 'pain', 'fatigue', 'disappointed']",frustration,
